order_id,amount,customer_age,quantity,region,membership,channel,category,amount_log,is_premium,amount_class,membership_ord,region_경기,region_대구,region_부산,region_서울,ch_app,ch_web,cat_beauty,cat_electronics,cat_fashion,cat_food,cat_living,customer_age_scaled,amount_scaled,quantity_scaled
16,49900.0,66.0,2,부산,basic,app,food,10.817796321618971,0,mid,1,0,0,1,0,1,0,0,0,0,1,0,0.8928571428571429,0.6666666666666666,0.0
17,29900.0,41.0,2,서울,silver,web,beauty,10.305647203635566,0,low,2,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0
18,9900.0,17.0,1,서울,basic,web,fashion,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,1,0,0,-0.8571428571428571,-0.6666666666666666,-0.5
20,29900.0,40.0,3,경기,vip,web,beauty,10.305647203635566,1,low,4,1,0,0,0,0,1,1,0,0,0,0,-0.03571428571428571,0.0,0.5
21,29900.0,62.0,2,대구,silver,web,fashion,10.305647203635566,0,low,2,0,1,0,0,0,1,0,0,1,0,0,0.75,0.0,0.0
22,19900.0,54.0,1,부산,silver,web,electronics,9.898525260706313,0,low,2,0,0,1,0,0,1,0,1,0,0,0,0.4642857142857143,-0.3333333333333333,-0.5
23,9900.0,25.0,2,경기,silver,app,fashion,9.200391041122515,0,low,2,1,0,0,0,1,0,0,0,1,0,0,-0.5714285714285714,-0.6666666666666666,0.0
24,249900.0,23.0,1,대구,vip,app,electronics,12.428820118415677,1,high,4,0,1,0,0,1,0,0,1,0,0,0,-0.6428571428571429,7.333333333333333,-0.5
25,49900.0,48.0,2,대구,gold,app,living,10.817796321618971,1,mid,3,0,1,0,0,1,0,0,0,0,0,1,0.25,0.6666666666666666,0.0
26,49900.0,17.0,2,경기,vip,web,living,10.817796321618971,1,mid,4,1,0,0,0,0,1,0,0,0,0,1,-0.8571428571428571,0.6666666666666666,0.0
27,29900.0,32.0,1,서울,gold,app,living,10.305647203635566,1,low,3,0,0,0,1,1,0,0,0,0,0,1,-0.32142857142857145,0.0,-0.5
28,249900.0,22.0,3,서울,vip,web,food,12.428820118415677,1,high,4,0,0,0,1,0,1,0,0,0,1,0,-0.6785714285714286,7.333333333333333,0.5
29,29900.0,16.0,1,경기,gold,web,electronics,10.305647203635566,1,low,3,1,0,0,0,0,1,0,1,0,0,0,-0.8928571428571429,0.0,-0.5
30,29900.0,65.0,3,경기,silver,web,food,10.305647203635566,0,low,2,1,0,0,0,0,1,0,0,0,1,0,0.8571428571428571,0.0,0.5
31,29900.0,19.0,3,서울,vip,app,beauty,10.305647203635566,1,low,4,0,0,0,1,1,0,1,0,0,0,0,-0.7857142857142857,0.0,0.5
32,19900.0,15.0,1,서울,vip,web,beauty,9.898525260706313,1,low,4,0,0,0,1,0,1,1,0,0,0,0,-0.9285714285714286,-0.3333333333333333,-0.5
33,9900.0,66.0,2,부산,vip,web,fashion,9.200391041122515,1,low,4,0,0,1,0,0,1,0,0,1,0,0,0.8928571428571429,-0.6666666666666666,0.0
34,29900.0,25.0,1,부산,vip,app,electronics,10.305647203635566,1,low,4,0,0,1,0,1,0,0,1,0,0,0,-0.5714285714285714,0.0,-0.5
35,249900.0,59.0,1,서울,silver,web,living,12.428820118415677,0,high,2,0,0,0,1,0,1,0,0,0,0,1,0.6428571428571429,7.333333333333333,-0.5
36,9900.0,16.0,3,경기,basic,app,beauty,9.200391041122515,0,low,1,1,0,0,0,1,0,1,0,0,0,0,-0.8928571428571429,-0.6666666666666666,0.5
37,249900.0,23.0,3,서울,gold,web,fashion,12.428820118415677,1,high,3,0,0,0,1,0,1,0,0,1,0,0,-0.6428571428571429,7.333333333333333,0.5
38,249900.0,21.0,1,부산,silver,app,fashion,12.428820118415677,0,high,2,0,0,1,0,1,0,0,0,1,0,0,-0.7142857142857143,7.333333333333333,-0.5
39,19900.0,53.0,1,대구,gold,app,living,9.898525260706313,1,low,3,0,1,0,0,1,0,0,0,0,0,1,0.42857142857142855,-0.3333333333333333,-0.5
40,49900.0,49.0,1,대구,silver,app,beauty,10.817796321618971,0,mid,2,0,1,0,0,1,0,1,0,0,0,0,0.2857142857142857,0.6666666666666666,-0.5
41,9900.0,41.0,2,경기,silver,app,fashion,9.200391041122515,0,low,2,1,0,0,0,1,0,0,0,1,0,0,0.0,-0.6666666666666666,0.0
42,49900.0,28.0,1,부산,silver,web,food,10.817796321618971,0,mid,2,0,0,1,0,0,1,0,0,0,1,0,-0.4642857142857143,0.6666666666666666,-0.5
43,49900.0,19.0,1,대구,silver,app,electronics,10.817796321618971,0,mid,2,0,1,0,0,1,0,0,1,0,0,0,-0.7857142857142857,0.6666666666666666,-0.5
44,19900.0,46.0,2,부산,vip,web,electronics,9.898525260706313,1,low,4,0,0,1,0,0,1,0,1,0,0,0,0.17857142857142858,-0.3333333333333333,0.0
45,9900.0,27.0,1,경기,gold,app,living,9.200391041122515,1,low,3,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.6666666666666666,-0.5
46,249900.0,47.0,3,부산,gold,app,fashion,12.428820118415677,1,high,3,0,0,1,0,1,0,0,0,1,0,0,0.21428571428571427,7.333333333333333,0.5
47,29900.0,52.0,3,경기,basic,app,living,10.305647203635566,0,low,1,1,0,0,0,1,0,0,0,0,0,1,0.39285714285714285,0.0,0.5
48,249900.0,61.0,3,대구,gold,web,living,12.428820118415677,1,high,3,0,1,0,0,0,1,0,0,0,0,1,0.7142857142857143,7.333333333333333,0.5
49,49900.0,42.0,1,경기,basic,app,electronics,10.817796321618971,0,mid,1,1,0,0,0,1,0,0,1,0,0,0,0.03571428571428571,0.6666666666666666,-0.5
50,49900.0,15.0,3,대구,silver,web,fashion,10.817796321618971,0,mid,2,0,1,0,0,0,1,0,0,1,0,0,-0.9285714285714286,0.6666666666666666,0.5
51,49900.0,30.0,3,서울,gold,app,food,10.817796321618971,1,mid,3,0,0,0,1,1,0,0,0,0,1,0,-0.39285714285714285,0.6666666666666666,0.5
52,9900.0,61.0,1,서울,basic,app,electronics,9.200391041122515,0,low,1,0,0,0,1,1,0,0,1,0,0,0,0.7142857142857143,-0.6666666666666666,-0.5
53,19900.0,44.0,3,서울,silver,app,food,9.898525260706313,0,low,2,0,0,0,1,1,0,0,0,0,1,0,0.10714285714285714,-0.3333333333333333,0.5
54,29900.0,49.0,2,경기,silver,app,fashion,10.305647203635566,0,low,2,1,0,0,0,1,0,0,0,1,0,0,0.2857142857142857,0.0,0.0
55,29900.0,40.0,3,부산,vip,app,living,10.305647203635566,1,low,4,0,0,1,0,1,0,0,0,0,0,1,-0.03571428571428571,0.0,0.5
56,9900.0,23.0,2,서울,vip,web,fashion,9.200391041122515,1,low,4,0,0,0,1,0,1,0,0,1,0,0,-0.6428571428571429,-0.6666666666666666,0.0
59,49900.0,69.0,2,부산,vip,web,living,10.817796321618971,1,mid,4,0,0,1,0,0,1,0,0,0,0,1,1.0,0.6666666666666666,0.0
60,49900.0,62.0,1,부산,silver,web,electronics,10.817796321618971,0,mid,2,0,0,1,0,0,1,0,1,0,0,0,0.75,0.6666666666666666,-0.5
61,249900.0,31.0,1,경기,gold,app,fashion,12.428820118415677,1,high,3,1,0,0,0,1,0,0,0,1,0,0,-0.35714285714285715,7.333333333333333,-0.5
62,49900.0,28.0,1,경기,vip,web,fashion,10.817796321618971,1,mid,4,1,0,0,0,0,1,0,0,1,0,0,-0.4642857142857143,0.6666666666666666,-0.5
63,19900.0,28.0,2,서울,silver,app,fashion,9.898525260706313,0,low,2,0,0,0,1,1,0,0,0,1,0,0,-0.4642857142857143,-0.3333333333333333,0.0
65,29900.0,45.0,3,대구,silver,app,fashion,10.305647203635566,0,low,2,0,1,0,0,1,0,0,0,1,0,0,0.14285714285714285,0.0,0.5
66,19900.0,39.0,2,서울,silver,web,fashion,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,1,0,0,-0.07142857142857142,-0.3333333333333333,0.0
67,249900.0,68.0,3,부산,silver,app,living,12.428820118415677,0,high,2,0,0,1,0,1,0,0,0,0,0,1,0.9642857142857143,7.333333333333333,0.5
68,19900.0,48.0,3,부산,silver,web,electronics,9.898525260706313,0,low,2,0,0,1,0,0,1,0,1,0,0,0,0.25,-0.3333333333333333,0.5
69,9900.0,65.0,1,서울,basic,app,electronics,9.200391041122515,0,low,1,0,0,0,1,1,0,0,1,0,0,0,0.8571428571428571,-0.6666666666666666,-0.5
70,29900.0,69.0,1,서울,vip,app,electronics,10.305647203635566,1,low,4,0,0,0,1,1,0,0,1,0,0,0,1.0,0.0,-0.5
71,49900.0,19.0,2,부산,basic,app,food,10.817796321618971,0,mid,1,0,0,1,0,1,0,0,0,0,1,0,-0.7857142857142857,0.6666666666666666,0.0
72,9900.0,34.0,2,서울,vip,web,food,9.200391041122515,1,low,4,0,0,0,1,0,1,0,0,0,1,0,-0.25,-0.6666666666666666,0.0
73,29900.0,55.0,1,경기,vip,web,food,10.305647203635566,1,low,4,1,0,0,0,0,1,0,0,0,1,0,0.5,0.0,-0.5
75,49900.0,23.0,2,부산,vip,app,electronics,10.817796321618971,1,mid,4,0,0,1,0,1,0,0,1,0,0,0,-0.6428571428571429,0.6666666666666666,0.0
76,29900.0,32.0,3,부산,basic,web,living,10.305647203635566,0,low,1,0,0,1,0,0,1,0,0,0,0,1,-0.32142857142857145,0.0,0.5
77,19900.0,45.0,1,서울,silver,web,fashion,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,1,0,0,0.14285714285714285,-0.3333333333333333,-0.5
78,19900.0,58.0,3,서울,basic,app,food,9.898525260706313,0,low,1,0,0,0,1,1,0,0,0,0,1,0,0.6071428571428571,-0.3333333333333333,0.5
79,29900.0,21.0,1,서울,gold,app,food,10.305647203635566,1,low,3,0,0,0,1,1,0,0,0,0,1,0,-0.7142857142857143,0.0,-0.5
80,49900.0,48.0,2,서울,vip,app,beauty,10.817796321618971,1,mid,4,0,0,0,1,1,0,1,0,0,0,0,0.25,0.6666666666666666,0.0
81,249900.0,31.0,2,서울,vip,web,living,12.428820118415677,1,high,4,0,0,0,1,0,1,0,0,0,0,1,-0.35714285714285715,7.333333333333333,0.0
82,29900.0,26.0,3,대구,silver,web,food,10.305647203635566,0,low,2,0,1,0,0,0,1,0,0,0,1,0,-0.5357142857142857,0.0,0.5
83,9900.0,43.0,1,서울,silver,app,food,9.200391041122515,0,low,2,0,0,0,1,1,0,0,0,0,1,0,0.07142857142857142,-0.6666666666666666,-0.5
84,249900.0,37.0,1,부산,vip,app,food,12.428820118415677,1,high,4,0,0,1,0,1,0,0,0,0,1,0,-0.14285714285714285,7.333333333333333,-0.5
85,49900.0,49.0,2,경기,vip,web,electronics,10.817796321618971,1,mid,4,1,0,0,0,0,1,0,1,0,0,0,0.2857142857142857,0.6666666666666666,0.0
86,49900.0,32.0,2,부산,vip,web,living,10.817796321618971,1,mid,4,0,0,1,0,0,1,0,0,0,0,1,-0.32142857142857145,0.6666666666666666,0.0
87,9900.0,60.0,1,서울,gold,web,fashion,9.200391041122515,1,low,3,0,0,0,1,0,1,0,0,1,0,0,0.6785714285714286,-0.6666666666666666,-0.5
88,19900.0,19.0,1,서울,gold,web,electronics,9.898525260706313,1,low,3,0,0,0,1,0,1,0,1,0,0,0,-0.7857142857142857,-0.3333333333333333,-0.5
89,49900.0,62.0,1,부산,silver,web,food,10.817796321618971,0,mid,2,0,0,1,0,0,1,0,0,0,1,0,0.75,0.6666666666666666,-0.5
90,249900.0,16.0,2,서울,vip,app,beauty,12.428820118415677,1,high,4,0,0,0,1,1,0,1,0,0,0,0,-0.8928571428571429,7.333333333333333,0.0
92,249900.0,34.0,2,서울,vip,app,beauty,12.428820118415677,1,high,4,0,0,0,1,1,0,1,0,0,0,0,-0.25,7.333333333333333,0.0
93,249900.0,36.0,3,서울,basic,app,fashion,12.428820118415677,0,high,1,0,0,0,1,1,0,0,0,1,0,0,-0.17857142857142858,7.333333333333333,0.5
94,19900.0,16.0,1,부산,gold,app,living,9.898525260706313,1,low,3,0,0,1,0,1,0,0,0,0,0,1,-0.8928571428571429,-0.3333333333333333,-0.5
95,249900.0,53.0,3,부산,silver,app,beauty,12.428820118415677,0,high,2,0,0,1,0,1,0,1,0,0,0,0,0.42857142857142855,7.333333333333333,0.5
96,19900.0,24.0,3,서울,vip,web,beauty,9.898525260706313,1,low,4,0,0,0,1,0,1,1,0,0,0,0,-0.6071428571428571,-0.3333333333333333,0.5
97,19900.0,51.0,1,대구,vip,app,food,9.898525260706313,1,low,4,0,1,0,0,1,0,0,0,0,1,0,0.35714285714285715,-0.3333333333333333,-0.5
98,49900.0,54.0,1,서울,vip,app,fashion,10.817796321618971,1,mid,4,0,0,0,1,1,0,0,0,1,0,0,0.4642857142857143,0.6666666666666666,-0.5
99,49900.0,61.0,1,대구,vip,web,electronics,10.817796321618971,1,mid,4,0,1,0,0,0,1,0,1,0,0,0,0.7142857142857143,0.6666666666666666,-0.5
100,9900.0,53.0,1,부산,silver,app,beauty,9.200391041122515,0,low,2,0,0,1,0,1,0,1,0,0,0,0,0.42857142857142855,-0.6666666666666666,-0.5
101,249900.0,31.0,2,대구,silver,web,beauty,12.428820118415677,0,high,2,0,1,0,0,0,1,1,0,0,0,0,-0.35714285714285715,7.333333333333333,0.0
102,9900.0,55.0,1,대구,vip,web,food,9.200391041122515,1,low,4,0,1,0,0,0,1,0,0,0,1,0,0.5,-0.6666666666666666,-0.5
103,249900.0,60.0,1,서울,gold,app,electronics,12.428820118415677,1,high,3,0,0,0,1,1,0,0,1,0,0,0,0.6785714285714286,7.333333333333333,-0.5
104,9900.0,32.0,2,부산,basic,web,fashion,9.200391041122515,0,low,1,0,0,1,0,0,1,0,0,1,0,0,-0.32142857142857145,-0.6666666666666666,0.0
106,49900.0,63.0,1,경기,vip,app,food,10.817796321618971,1,mid,4,1,0,0,0,1,0,0,0,0,1,0,0.7857142857142857,0.6666666666666666,-0.5
107,49900.0,23.0,3,서울,basic,app,electronics,10.817796321618971,0,mid,1,0,0,0,1,1,0,0,1,0,0,0,-0.6428571428571429,0.6666666666666666,0.5
108,49900.0,47.0,2,경기,vip,web,fashion,10.817796321618971,1,mid,4,1,0,0,0,0,1,0,0,1,0,0,0.21428571428571427,0.6666666666666666,0.0
109,29900.0,27.0,3,대구,vip,app,beauty,10.305647203635566,1,low,4,0,1,0,0,1,0,1,0,0,0,0,-0.5,0.0,0.5
111,19900.0,57.0,2,서울,vip,web,food,9.898525260706313,1,low,4,0,0,0,1,0,1,0,0,0,1,0,0.5714285714285714,-0.3333333333333333,0.0
112,49900.0,22.0,3,서울,gold,web,fashion,10.817796321618971,1,mid,3,0,0,0,1,0,1,0,0,1,0,0,-0.6785714285714286,0.6666666666666666,0.5
113,29900.0,51.0,1,부산,gold,app,living,10.305647203635566,1,low,3,0,0,1,0,1,0,0,0,0,0,1,0.35714285714285715,0.0,-0.5
114,29900.0,53.0,3,경기,vip,app,fashion,10.305647203635566,1,low,4,1,0,0,0,1,0,0,0,1,0,0,0.42857142857142855,0.0,0.5
115,29900.0,18.0,2,경기,basic,web,electronics,10.305647203635566,0,low,1,1,0,0,0,0,1,0,1,0,0,0,-0.8214285714285714,0.0,0.0
116,29900.0,24.0,2,경기,basic,app,fashion,10.305647203635566,0,low,1,1,0,0,0,1,0,0,0,1,0,0,-0.6071428571428571,0.0,0.0
117,9900.0,58.0,2,서울,vip,app,beauty,9.200391041122515,1,low,4,0,0,0,1,1,0,1,0,0,0,0,0.6071428571428571,-0.6666666666666666,0.0
118,9900.0,42.0,2,경기,silver,web,food,9.200391041122515,0,low,2,1,0,0,0,0,1,0,0,0,1,0,0.03571428571428571,-0.6666666666666666,0.0
119,19900.0,21.0,1,부산,gold,app,beauty,9.898525260706313,1,low,3,0,0,1,0,1,0,1,0,0,0,0,-0.7142857142857143,-0.3333333333333333,-0.5
120,9900.0,69.0,3,대구,silver,web,fashion,9.200391041122515,0,low,2,0,1,0,0,0,1,0,0,1,0,0,1.0,-0.6666666666666666,0.5
121,29900.0,29.0,2,부산,silver,web,fashion,10.305647203635566,0,low,2,0,0,1,0,0,1,0,0,1,0,0,-0.42857142857142855,0.0,0.0
122,49900.0,15.0,3,대구,gold,app,living,10.817796321618971,1,mid,3,0,1,0,0,1,0,0,0,0,0,1,-0.9285714285714286,0.6666666666666666,0.5
123,49900.0,65.0,2,대구,vip,web,living,10.817796321618971,1,mid,4,0,1,0,0,0,1,0,0,0,0,1,0.8571428571428571,0.6666666666666666,0.0
124,29900.0,15.0,2,서울,gold,web,beauty,10.305647203635566,1,low,3,0,0,0,1,0,1,1,0,0,0,0,-0.9285714285714286,0.0,0.0
125,249900.0,45.0,2,서울,basic,web,food,12.428820118415677,0,high,1,0,0,0,1,0,1,0,0,0,1,0,0.14285714285714285,7.333333333333333,0.0
126,29900.0,69.0,3,서울,silver,app,beauty,10.305647203635566,0,low,2,0,0,0,1,1,0,1,0,0,0,0,1.0,0.0,0.5
127,9900.0,46.0,3,서울,basic,web,living,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0.17857142857142858,-0.6666666666666666,0.5
128,49900.0,47.0,3,서울,vip,web,living,10.817796321618971,1,mid,4,0,0,0,1,0,1,0,0,0,0,1,0.21428571428571427,0.6666666666666666,0.5
129,29900.0,36.0,2,부산,silver,app,food,10.305647203635566,0,low,2,0,0,1,0,1,0,0,0,0,1,0,-0.17857142857142858,0.0,0.0
130,49900.0,21.0,3,서울,silver,app,food,10.817796321618971,0,mid,2,0,0,0,1,1,0,0,0,0,1,0,-0.7142857142857143,0.6666666666666666,0.5
131,29900.0,46.0,2,서울,basic,app,electronics,10.305647203635566,0,low,1,0,0,0,1,1,0,0,1,0,0,0,0.17857142857142858,0.0,0.0
132,29900.0,64.0,2,서울,gold,app,fashion,10.305647203635566,1,low,3,0,0,0,1,1,0,0,0,1,0,0,0.8214285714285714,0.0,0.0
133,9900.0,20.0,3,서울,vip,web,living,9.200391041122515,1,low,4,0,0,0,1,0,1,0,0,0,0,1,-0.75,-0.6666666666666666,0.5
134,29900.0,63.0,1,서울,gold,app,fashion,10.305647203635566,1,low,3,0,0,0,1,1,0,0,0,1,0,0,0.7857142857142857,0.0,-0.5
136,19900.0,44.0,1,부산,basic,app,food,9.898525260706313,0,low,1,0,0,1,0,1,0,0,0,0,1,0,0.10714285714285714,-0.3333333333333333,-0.5
137,49900.0,24.0,2,대구,basic,web,fashion,10.817796321618971,0,mid,1,0,1,0,0,0,1,0,0,1,0,0,-0.6071428571428571,0.6666666666666666,0.0
139,19900.0,25.0,2,부산,basic,web,living,9.898525260706313,0,low,1,0,0,1,0,0,1,0,0,0,0,1,-0.5714285714285714,-0.3333333333333333,0.0
140,29900.0,30.0,2,대구,gold,web,electronics,10.305647203635566,1,low,3,0,1,0,0,0,1,0,1,0,0,0,-0.39285714285714285,0.0,0.0
141,249900.0,54.0,2,대구,silver,app,electronics,12.428820118415677,0,high,2,0,1,0,0,1,0,0,1,0,0,0,0.4642857142857143,7.333333333333333,0.0
142,19900.0,17.0,2,서울,basic,web,beauty,9.898525260706313,0,low,1,0,0,0,1,0,1,1,0,0,0,0,-0.8571428571428571,-0.3333333333333333,0.0
143,19900.0,39.0,2,대구,gold,app,food,9.898525260706313,1,low,3,0,1,0,0,1,0,0,0,0,1,0,-0.07142857142857142,-0.3333333333333333,0.0
144,29900.0,47.0,2,서울,vip,app,living,10.305647203635566,1,low,4,0,0,0,1,1,0,0,0,0,0,1,0.21428571428571427,0.0,0.0
145,249900.0,22.0,3,서울,basic,web,living,12.428820118415677,0,high,1,0,0,0,1,0,1,0,0,0,0,1,-0.6785714285714286,7.333333333333333,0.5
146,249900.0,31.0,2,경기,vip,app,food,12.428820118415677,1,high,4,1,0,0,0,1,0,0,0,0,1,0,-0.35714285714285715,7.333333333333333,0.0
147,9900.0,33.0,2,부산,gold,app,fashion,9.200391041122515,1,low,3,0,0,1,0,1,0,0,0,1,0,0,-0.2857142857142857,-0.6666666666666666,0.0
148,19900.0,51.0,3,서울,vip,web,beauty,9.898525260706313,1,low,4,0,0,0,1,0,1,1,0,0,0,0,0.35714285714285715,-0.3333333333333333,0.5
149,249900.0,68.0,3,서울,basic,app,electronics,12.428820118415677,0,high,1,0,0,0,1,1,0,0,1,0,0,0,0.9642857142857143,7.333333333333333,0.5
150,9900.0,60.0,1,서울,vip,app,living,9.200391041122515,1,low,4,0,0,0,1,1,0,0,0,0,0,1,0.6785714285714286,-0.6666666666666666,-0.5
151,249900.0,25.0,3,서울,basic,app,living,12.428820118415677,0,high,1,0,0,0,1,1,0,0,0,0,0,1,-0.5714285714285714,7.333333333333333,0.5
152,19900.0,15.0,1,대구,vip,app,food,9.898525260706313,1,low,4,0,1,0,0,1,0,0,0,0,1,0,-0.9285714285714286,-0.3333333333333333,-0.5
153,249900.0,17.0,1,서울,vip,app,beauty,12.428820118415677,1,high,4,0,0,0,1,1,0,1,0,0,0,0,-0.8571428571428571,7.333333333333333,-0.5
154,19900.0,47.0,3,서울,silver,app,living,9.898525260706313,0,low,2,0,0,0,1,1,0,0,0,0,0,1,0.21428571428571427,-0.3333333333333333,0.5
155,29900.0,23.0,1,서울,basic,web,living,10.305647203635566,0,low,1,0,0,0,1,0,1,0,0,0,0,1,-0.6428571428571429,0.0,-0.5
156,49900.0,27.0,3,서울,vip,app,food,10.817796321618971,1,mid,4,0,0,0,1,1,0,0,0,0,1,0,-0.5,0.6666666666666666,0.5
157,9900.0,61.0,3,서울,basic,web,living,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0.7142857142857143,-0.6666666666666666,0.5
158,29900.0,63.0,3,경기,vip,web,electronics,10.305647203635566,1,low,4,1,0,0,0,0,1,0,1,0,0,0,0.7857142857142857,0.0,0.5
159,29900.0,61.0,3,경기,vip,app,electronics,10.305647203635566,1,low,4,1,0,0,0,1,0,0,1,0,0,0,0.7142857142857143,0.0,0.5
160,49900.0,28.0,3,경기,silver,app,food,10.817796321618971,0,mid,2,1,0,0,0,1,0,0,0,0,1,0,-0.4642857142857143,0.6666666666666666,0.5
161,249900.0,49.0,1,대구,silver,app,fashion,12.428820118415677,0,high,2,0,1,0,0,1,0,0,0,1,0,0,0.2857142857142857,7.333333333333333,-0.5
162,49900.0,48.0,3,경기,silver,app,fashion,10.817796321618971,0,mid,2,1,0,0,0,1,0,0,0,1,0,0,0.25,0.6666666666666666,0.5
163,29900.0,25.0,1,서울,silver,app,fashion,10.305647203635566,0,low,2,0,0,0,1,1,0,0,0,1,0,0,-0.5714285714285714,0.0,-0.5
164,29900.0,45.0,1,서울,basic,app,fashion,10.305647203635566,0,low,1,0,0,0,1,1,0,0,0,1,0,0,0.14285714285714285,0.0,-0.5
165,29900.0,43.0,1,서울,silver,web,living,10.305647203635566,0,low,2,0,0,0,1,0,1,0,0,0,0,1,0.07142857142857142,0.0,-0.5
166,249900.0,36.0,2,대구,vip,app,living,12.428820118415677,1,high,4,0,1,0,0,1,0,0,0,0,0,1,-0.17857142857142858,7.333333333333333,0.0
167,19900.0,56.0,3,서울,silver,app,fashion,9.898525260706313,0,low,2,0,0,0,1,1,0,0,0,1,0,0,0.5357142857142857,-0.3333333333333333,0.5
168,9900.0,52.0,1,서울,vip,app,living,9.200391041122515,1,low,4,0,0,0,1,1,0,0,0,0,0,1,0.39285714285714285,-0.6666666666666666,-0.5
169,19900.0,44.0,3,부산,vip,app,fashion,9.898525260706313,1,low,4,0,0,1,0,1,0,0,0,1,0,0,0.10714285714285714,-0.3333333333333333,0.5
170,9900.0,54.0,2,경기,vip,app,fashion,9.200391041122515,1,low,4,1,0,0,0,1,0,0,0,1,0,0,0.4642857142857143,-0.6666666666666666,0.0
171,9900.0,56.0,2,서울,gold,web,electronics,9.200391041122515,1,low,3,0,0,0,1,0,1,0,1,0,0,0,0.5357142857142857,-0.6666666666666666,0.0
172,9900.0,46.0,3,부산,silver,app,fashion,9.200391041122515,0,low,2,0,0,1,0,1,0,0,0,1,0,0,0.17857142857142858,-0.6666666666666666,0.5
173,49900.0,29.0,2,서울,vip,app,food,10.817796321618971,1,mid,4,0,0,0,1,1,0,0,0,0,1,0,-0.42857142857142855,0.6666666666666666,0.0
174,49900.0,56.0,2,대구,silver,app,electronics,10.817796321618971,0,mid,2,0,1,0,0,1,0,0,1,0,0,0,0.5357142857142857,0.6666666666666666,0.0
175,49900.0,54.0,3,대구,gold,web,electronics,10.817796321618971,1,mid,3,0,1,0,0,0,1,0,1,0,0,0,0.4642857142857143,0.6666666666666666,0.5
176,29900.0,69.0,2,서울,gold,web,living,10.305647203635566,1,low,3,0,0,0,1,0,1,0,0,0,0,1,1.0,0.0,0.0
177,49900.0,23.0,2,경기,vip,web,food,10.817796321618971,1,mid,4,1,0,0,0,0,1,0,0,0,1,0,-0.6428571428571429,0.6666666666666666,0.0
178,9900.0,38.0,1,경기,gold,web,fashion,9.200391041122515,1,low,3,1,0,0,0,0,1,0,0,1,0,0,-0.10714285714285714,-0.6666666666666666,-0.5
